,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,IsPUD,IsNearNegativeCondition,IsNearPositiveCondition,NumFloors,Collapse_MSSubClass,Combine_BathroomsBsmt,Combine_BathroomsAbvGrd,AllBathrooms,Combine_Age,IsRenovated,LogSalePrice
2390,906424010,1511,225000,Dwelling_80,RL,67,11454,2,0,2,Lvl,4,Corner,3,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,4,3,PConc,4,3,4,6,770,1,0,631,1401,GasA,5,Y,SBrkr,1511,0,0,1,0,2,0,3,1,4,6,8,1,2,Attchd,1995,Fin,3,811,3,3,3,168,42,0,0,0,0,0,NoFence,NoMisc,0,February,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Split,1,2,3,13,FALSE,12.32385568
2391,535456020,1150,141000,Dwelling_20,RL,70,7945,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,3,CBlock,3,3,1,5,179,4,506,465,1150,GasA,5,Y,FuseA,1150,0,0,1,0,1,0,3,1,3,6,8,0,0,Attchd,1959,RFn,1,300,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,47,FALSE,11.85651517
2392,535125090,1986,205000,Dwelling_60,RL,85,13600,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,3,3,CBlock,3,3,1,4,454,1,0,314,768,GasA,3,Y,SBrkr,1186,800,0,0,0,2,1,3,1,3,7,8,3,2,Attchd,1965,Unf,2,486,3,3,3,0,42,0,0,189,0,0,NoFence,NoMisc,0,October,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,19,TRUE,12.23076526
2393,905477050,1347,107500,Dwelling_190,RL,70,7000,2,0,4,Lvl,4,Inside,3,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,4,6,969,1,0,148,1117,GasA,3,Y,SBrkr,820,527,0,1,0,1,0,3,1,3,5,8,0,0,NoGarage,1910,NoGarage,0,0,0,0,1,85,0,148,0,0,0,0,NoFence,NoMisc,0,January,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,1,1,2,17,TRUE,11.58524613
2394,923228370,1092,85500,Dwelling_160,RM,21,1890,2,0,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,1,3,294,1,0,252,546,GasA,3,Y,SBrkr,546,546,0,0,0,1,1,3,1,3,5,8,0,0,Attchd,1972,Unf,1,286,3,3,3,0,0,64,0,0,0,0,NoFence,NoMisc,0,June,Yr_2010,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,0,1.5,1.5,38,FALSE,11.35627165
2395,535425010,2978,242000,Dwelling_80,RL,96,11275,2,0,4,Lvl,4,Corner,3,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300,4,4,CBlock,4,3,1,1,0,1,0,710,710,GasA,5,Y,SBrkr,1898,1080,0,0,0,2,1,5,1,4,11,8,1,4,BuiltIn,1961,Fin,2,564,3,3,3,240,0,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2010,WD ,Normal,FALSE,FALSE,TRUE,2,Split,0,2.5,2.5,3,TRUE,12.39669301
2396,907425030,848,149000,Dwelling_120,RM,66,4438,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205,4,3,PConc,4,3,3,6,662,1,0,186,848,GasA,5,Y,SBrkr,848,0,0,1,0,1,0,1,1,4,3,8,1,4,Attchd,2004,RFn,2,420,3,3,3,149,0,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2008,WD ,Normal,TRUE,FALSE,FALSE,1,Traditional,1,1,2,4,FALSE,11.91170158
2397,909254100,1461,135000,Dwelling_70,RL,53,7155,2,0,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,686,686,GasA,3,Y,SBrkr,686,775,0,0,0,1,0,3,1,3,6,8,1,4,Detchd,1926,Unf,1,225,3,3,1,0,0,116,0,0,0,0,MnPrv,NoMisc,0,July,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,1,1,16,TRUE,11.81303006
2398,533253210,1226,206000,Dwelling_120,RL,40,3880,2,0,3,Lvl,4,Inside,3,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,4,3,CBlock,4,3,4,6,1052,1,0,174,1226,GasA,3,Y,SBrkr,1226,0,0,1,0,1,0,1,1,4,4,8,1,3,Attchd,1978,Fin,2,484,3,3,3,223,78,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2010,WD ,Normal,TRUE,FALSE,FALSE,1,Traditional,1,1,2,32,FALSE,12.23563145
2399,908203090,876,85000,Dwelling_20,RL,64,6410,2,0,4,HLS,4,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,CBlock,3,3,1,2,332,3,243,301,876,GasA,3,Y,FuseA,876,0,0,0,0,1,0,3,1,3,5,8,0,0,Detchd,1959,Unf,1,320,3,3,3,0,0,0,0,0,0,0,MnPrv,NoMisc,0,March,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,50,FALSE,11.35040654
2400,907255060,1786,300000,Dwelling_20,RL,67,14860,2,0,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240,4,3,PConc,5,3,4,6,1538,1,0,240,1778,GasA,5,Y,SBrkr,1786,0,0,1,0,2,0,3,1,4,6,8,1,4,Attchd,2002,RFn,3,715,3,3,3,182,35,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,5,TRUE,12.61153775
2401,528366040,2799,315000,Dwelling_60,RL,74,12585,2,0,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420,4,3,PConc,4,3,1,2,247,6,1039,0,1286,GasA,5,Y,SBrkr,1565,1234,0,1,0,2,1,3,1,4,8,8,1,3,Attchd,1993,Fin,3,704,3,3,3,432,136,0,0,0,0,0,NoFence,NoMisc,0,October,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,1,2.5,3.5,13,FALSE,12.66032792
2402,534127080,2411,240050,Dwelling_60,RL,80,8000,2,0,4,Lvl,4,Inside,3,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525,3,3,CBlock,3,3,1,3,915,1,0,93,1008,GasA,3,Y,SBrkr,1403,1008,0,1,0,2,1,4,1,3,8,8,1,1,Attchd,1970,RFn,2,570,3,3,3,0,192,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2007,WD ,Normal,FALSE,FALSE,TRUE,2,Traditional,1,2.5,3.5,37,FALSE,12.38860251
2403,528228455,1220,180000,Dwelling_120,RL,43,3182,2,0,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,4,3,PConc,4,3,3,6,16,1,0,1204,1220,GasA,5,Y,SBrkr,1220,0,0,0,0,2,0,2,1,4,5,8,1,4,Attchd,2005,Fin,2,397,3,3,3,100,16,0,0,0,0,0,NoFence,NoMisc,0,August,Yr_2009,WD ,Normal,TRUE,FALSE,FALSE,1,Traditional,0,2,2,3,TRUE,12.10071213
2404,535380140,1436,139000,Dwelling_50,RL,60,10836,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,892,892,GasA,5,Y,SBrkr,1254,182,0,0,1,1,0,3,1,3,7,8,1,4,Detchd,1968,Unf,4,1488,2,3,1,0,0,100,0,0,0,0,GdWo,NoMisc,0,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0.5,1,1.5,58,TRUE,11.84222921
2405,527163070,1470,185000,Dwelling_60,RL,67,9765,2,0,2,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,5,4,PConc,4,4,1,5,310,1,0,370,680,GasA,4,Y,SBrkr,680,790,0,0,0,2,1,3,1,3,6,8,1,3,BuiltIn,1993,Fin,2,420,3,3,3,232,63,0,0,0,0,0,NoFence,Shed,480,April,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,16,FALSE,12.1281111
2406,907130110,1499,187000,Dwelling_60,RL,65,12438,2,0,3,Lvl,4,Inside,3,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,4,3,PConc,4,3,1,1,0,1,0,781,781,GasA,5,Y,SBrkr,795,704,0,0,0,2,1,3,1,4,6,8,1,3,Attchd,1995,RFn,2,473,3,3,3,413,91,0,0,0,0,0,NoFence,NoMisc,0,August,Yr_2006,WD ,Normal,FALSE,FALSE,TRUE,2,Traditional,0,2.5,2.5,11,FALSE,12.1388639
2407,528116030,1850,326000,Dwelling_20,RL,98,16033,2,0,3,Lvl,4,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378,4,3,PConc,5,3,4,6,1261,1,0,572,1833,GasA,5,Y,SBrkr,1850,0,0,1,0,2,0,3,1,4,8,8,1,4,Attchd,2004,Fin,3,772,3,3,3,519,112,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,1,TRUE,12.69465266
2408,902106040,1641,178000,Dwelling_70,RM,60,9600,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,4,1,2,16,1,0,712,728,GasA,5,Y,SBrkr,832,809,0,0,1,1,1,3,1,5,6,8,1,4,Detchd,1925,Unf,2,546,2,3,3,0,0,234,0,0,0,0,NoFence,NoMisc,0,August,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0.5,1.5,2,16,TRUE,12.08953883
2409,527190050,1767,239000,Dwelling_160,RL,44,5306,2,0,3,Lvl,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,4,4,PConc,4,4,1,6,495,3,215,354,1064,GasA,4,Y,SBrkr,1064,703,0,1,0,2,0,2,1,4,5,8,1,3,Attchd,1987,RFn,2,504,4,3,3,441,35,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2006,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,1,2,3,19,FALSE,12.38421883
2410,903231030,1573,133000,Dwelling_50,RM,51,6120,2,0,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,884,884,GasA,5,Y,SBrkr,989,584,0,0,0,1,0,3,1,4,6,8,0,0,Detchd,1935,Unf,1,240,3,3,3,0,0,54,0,120,0,0,NoFence,NoMisc,0,July,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,1,1,14,TRUE,11.79810441
2411,903231080,1136,123000,Dwelling_50,RM,52,6240,2,0,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,3,3,1,4,80,1,0,624,704,GasA,5,Y,SBrkr,624,512,0,0,1,1,0,2,1,3,6,8,0,0,Detchd,1990,Unf,1,336,3,3,3,0,365,80,0,0,0,0,NoFence,NoMisc,0,August,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0.5,1,1.5,58,TRUE,11.71993963
2412,902327040,1652,139000,Dwelling_50,RM,60,10800,2,0,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,PConc,2,3,1,2,686,1,0,0,686,GasA,3,Y,SBrkr,966,686,0,1,0,2,0,4,1,3,7,8,0,0,Detchd,1961,Unf,1,416,3,3,3,0,0,196,0,0,0,0,NoFence,Shed,1200,June,Yr_2010,WD ,Normal,FALSE,TRUE,FALSE,1.5,Traditional,1,2,3,60,TRUE,11.84222921
2413,535303050,1375,140000,Dwelling_20,RL,75,11310,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0,3,3,CBlock,3,3,1,1,0,1,0,1367,1367,GasA,5,Y,SBrkr,1375,0,0,0,0,1,0,2,1,3,5,8,1,3,Attchd,1954,Unf,2,451,3,3,3,0,30,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,52,FALSE,11.8493977
2414,909251170,1608,137450,Dwelling_50,RL,51,6171,2,0,4,Lvl,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,BrkTil,3,3,1,4,264,1,0,712,976,GasA,5,Y,SBrkr,1160,448,0,0,0,2,1,3,1,4,7,8,1,4,Detchd,1925,Unf,1,216,2,3,3,147,16,0,0,0,0,0,MnPrv,NoMisc,0,October,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,2.5,2.5,19,TRUE,11.83101549
2415,914478110,2048,170000,Dwelling_90,RL,74,12760,2,0,3,Lvl,4,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,1,1,0,1,0,1958,1958,GasA,3,Y,SBrkr,2048,0,0,0,0,3,0,5,2,3,9,8,0,0,2Types,1976,Unf,2,776,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2010,ConLD,Normal,FALSE,FALSE,FALSE,2,Duplex,0,3,3,34,FALSE,12.04355372
2416,902326060,1912,163000,Dwelling_190,RM,60,10800,2,2,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,3,1,1,0,1,0,482,482,GasA,5,N,SBrkr,1221,691,0,0,0,2,0,3,2,3,7,8,1,3,Detchd,2003,Unf,2,672,4,3,3,0,25,212,0,0,0,0,NoFence,NoMisc,0,April,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,0,2,2,8,TRUE,12.00150548
2417,923225310,988,105000,Dwelling_180,RM,21,1974,2,0,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0,3,4,CBlock,4,3,3,6,501,1,0,25,526,GasA,4,Y,SBrkr,526,462,0,1,0,1,0,2,1,3,5,8,0,0,BuiltIn,1973,RFn,1,297,3,3,3,120,101,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2008,WD ,Normal,TRUE,FALSE,FALSE,2,Split,1,1,2,2,TRUE,11.56171563
2418,528429090,1905,320000,Dwelling_20,RL,84,11670,2,0,3,Lvl,4,Corner,3,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302,5,3,PConc,5,4,1,1,0,1,0,1905,1905,GasA,5,Y,SBrkr,1905,0,0,0,0,2,0,3,1,5,8,8,1,4,Attchd,2006,Fin,3,788,3,3,3,0,191,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2007,WD ,Normal,FALSE,TRUE,FALSE,1,Traditional,0,2,2,1,FALSE,12.67607627
2419,527359080,1935,197900,Dwelling_60,RL,66,12384,2,0,4,Lvl,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233,3,3,CBlock,4,3,1,1,0,1,0,793,793,GasA,3,Y,SBrkr,1142,793,0,0,0,2,1,3,1,3,7,8,1,3,Attchd,1976,RFn,2,550,3,3,3,0,113,252,0,0,0,0,NoFence,NoMisc,0,November,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,31,FALSE,12.19551713
2420,535303030,1790,180000,Dwelling_20,RL,95,14250,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360,3,3,CBlock,3,3,1,1,0,1,0,998,998,GasA,3,Y,SBrkr,1790,0,0,0,0,2,0,3,1,3,6,8,2,4,Attchd,1957,Fin,2,540,3,3,3,0,40,0,0,0,0,0,NoFence,Shed,1500,September,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,2,2,51,FALSE,12.10071213
2421,914475020,1118,171000,Dwelling_80,RL,76,9880,2,0,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,3,5,522,1,0,574,1096,GasA,3,Y,SBrkr,1118,0,0,1,0,1,0,3,1,3,6,8,1,1,Attchd,1977,Fin,1,358,3,3,3,203,0,0,0,0,576,3,GdPrv,NoMisc,0,July,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Split,1,1,2,31,FALSE,12.04941884
2422,903454060,1092,55000,Dwelling_190,RM,70,5600,2,0,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,2,N,SBrkr,372,720,0,0,0,2,0,3,2,2,7,5,0,0,NoGarage,1930,NoGarage,0,0,0,0,1,0,0,0,0,0,0,0,NoFence,Othr,3500,July,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,0,2,2,60,TRUE,10.91508846
2423,528120160,1713,274900,Dwelling_20,RL,76,9591,2,0,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262,4,3,PConc,5,3,3,6,1088,1,0,625,1713,GasA,5,Y,SBrkr,1713,0,0,1,0,2,0,3,1,5,7,8,1,4,Attchd,2004,Fin,3,856,3,3,3,0,26,0,0,170,0,0,NoFence,NoMisc,0,January,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,4,TRUE,12.52416267
2424,923252100,816,128500,Dwelling_20,RL,59,6490,2,0,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,3,1,6,534,1,0,282,816,GasA,5,Y,SBrkr,816,0,0,0,1,1,0,2,1,3,4,8,0,0,Attchd,1983,Unf,1,264,3,3,3,315,0,0,0,0,0,0,GdWo,NoMisc,0,April,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0.5,1,1.5,25,FALSE,11.76368418
2425,905426030,1518,260000,Dwelling_30,RL,85,19550,2,0,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,PreCast,PreCast,None,0,3,3,PConc,3,3,4,5,1035,1,0,545,1580,GasA,5,Y,SBrkr,1518,0,0,1,0,1,0,2,1,2,5,8,2,4,NoGarage,1940,NoGarage,0,0,0,0,3,0,39,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,1,TRUE,12.46843691
2426,535476360,1851,187000,Dwelling_60,RL,80,9760,2,0,4,Lvl,4,Inside,2,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340,3,3,CBlock,3,3,4,4,536,3,117,169,822,GasA,4,Y,SBrkr,1020,831,0,0,0,2,1,3,1,4,7,8,1,2,Attchd,1964,RFn,2,440,3,3,3,239,42,0,0,0,0,0,MnWw,NoMisc,0,July,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,14,TRUE,12.1388639
2427,528364110,2531,290000,Dwelling_60,RL,65,12257,2,0,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,4,3,PConc,4,3,3,2,56,5,64,1198,1318,GasA,5,Y,SBrkr,1328,1203,0,0,0,2,1,4,1,4,9,8,1,3,Attchd,1995,RFn,3,752,3,3,3,222,98,0,0,0,0,0,NoFence,NoMisc,0,November,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,12,FALSE,12.5776362
2428,532376180,909,116000,Dwelling_20,RL,65,8450,2,0,4,Lvl,4,Inside,3,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90,3,3,CBlock,3,3,1,4,162,3,270,450,882,GasA,3,Y,SBrkr,909,0,0,0,0,1,0,3,1,3,5,8,0,0,Attchd,1968,Unf,1,294,3,3,3,0,155,0,0,0,0,0,MnPrv,NoMisc,0,November,Yr_2006,COD,Normal,FALSE,TRUE,FALSE,1,Traditional,0,1,1,38,FALSE,11.66134547
2429,907250020,1795,230000,Dwelling_20,RL,75,9742,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281,4,3,PConc,4,3,1,1,0,1,0,1777,1777,GasA,5,Y,SBrkr,1795,0,0,0,0,2,0,3,1,4,7,8,1,4,Attchd,2002,RFn,2,534,3,3,3,171,159,0,0,0,0,0,NoFence,NoMisc,0,September,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,2,2,6,FALSE,12.34583459
2430,528235010,1432,188500,Dwelling_60,RL,71,7795,2,0,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,425,1,0,291,716,GasA,5,Y,SBrkr,716,716,0,1,0,2,1,3,1,4,6,8,1,4,Attchd,2004,Fin,2,432,3,3,3,100,51,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,1,2.5,3.5,4,TRUE,12.14685329
2431,528142130,1629,284000,Dwelling_20,RL,85,10655,2,0,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,4,3,PConc,4,3,1,6,1124,0,479,1603,3206,GasA,5,Y,SBrkr,1629,0,0,1,0,2,0,3,1,4,7,8,1,4,Attchd,2003,RFn,3,880,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,October,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,5,TRUE,12.55672952
2432,905475150,1148,123500,Dwelling_20,RL,57,6420,2,0,3,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,5,4,2,2,210,5,551,219,980,GasA,2,Y,FuseA,1148,0,0,0,1,1,0,2,1,3,6,8,0,0,Detchd,1952,Unf,1,308,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,September,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0.5,1,1.5,54,FALSE,11.72399644
2433,902105020,2792,256000,Dwelling_50,RM,60,10440,2,1,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,4,4,BrkTil,4,3,1,2,493,1,0,1017,1510,GasW,5,Y,SBrkr,1584,1208,0,0,0,2,0,5,1,3,8,5,2,3,Detchd,1920,Unf,2,520,2,3,3,0,547,0,0,480,0,0,MnPrv,Shed,1150,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,2,2,58,TRUE,12.45293272
2434,527165130,1167,173000,Dwelling_20,RL,74,9248,2,0,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,3,3,PConc,4,3,1,6,560,1,0,598,1158,GasA,4,Y,SBrkr,1167,0,0,1,0,2,0,3,1,4,6,8,0,0,Attchd,1992,RFn,2,400,3,3,3,120,26,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,17,FALSE,12.06104687
2435,902202150,1387,93000,Dwelling_190,RM,50,6000,2,0,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,1,0,1,0,811,811,GasA,3,Y,FuseA,811,576,0,0,0,2,0,3,2,4,7,8,0,0,BuiltIn,1954,Unf,1,256,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,November,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,0,2,2,55,FALSE,11.44035477
